foi,attribute,instance,parent_instance,notation,label,definition,reference,citation,isproperty,concept_definition,pub_chem,inchi_key,inchi
Layer-Horizon,textSand,fSa_ISO,Sa_ISO,fSa_ISO,Fine sand (0.063 - 0.2 mm),Content of mineral particles with sizes between 0.063-0.2 mm in soil,https://www.iso.org/standard/66345.html,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,Sa_ISSS,,Sa_ISSS,Sand (0.02 - 2 mm),Content of mineral particles with sizes between 0.020-2 mm in soil,https://doi.org/10.1016/j.geoderma.2022.115783,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,cSa_ISSS,Sa_ISSS,cSa_ISSS,Coarse sand (0.2 - 2 mm),Content of mineral particles with sizes between 0.2-2 mm in soil,https://doi.org/10.1016/j.geoderma.2022.115783,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,mSa_USDA,Sa_USDA,mSa_USDA,Medium sand (0.25 - 0.5 mm),Content of mineral particles with sizes between 0.25-0.5 mm in soil,https://doi.org/10.1111/j.1365-3091.2012.01335.x,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,vcSa_USDA,Sa_USDA,vcSa_USDA,Very coarse sand (1 - 2 mm),Content of mineral particles with sizes between 1-2 mm in soil,https://doi.org/10.1111/j.1365-3091.2012.01335.x,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,vfSa_USDA,Sa_USDA,vfSa_USDA,Very fine sand (0.05 - 0.1 mm),Content of mineral particles with sizes between 0.05-0.1 mm in soil,https://doi.org/10.1111/j.1365-3091.2012.01335.x,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,Sa_ISO,,Sa_ISO,Sand (0.063  - 2 mm),Content of mineral particles with sizes between 0.063-2 mm in soil,https://www.iso.org/standard/66345.html,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,Sa_USDA,,Sa_USDA,Sand (0.050  - 2 mm),Content of mineral particles with sizes between 0.050-2 mm in soil,https://doi.org/10.1111/j.1365-3091.2012.01335.x,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,mSa_ISO,Sa_ISO,mSa_ISO,Medium sand (0.2 - 0.63 mm),Content of mineral particles with sizes between 0.02-0.63 mm in soil,https://www.iso.org/standard/66345.html,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textSand,fSa_USDA,Sa_USDA,fSa_USDA,Fine sand (0.1 - 0.25 mm),Content of mineral particles with sizes between 0.1-0.25 mm in soil,https://doi.org/10.1111/j.1365-3091.2012.01335.x,,True,"ISO 14688-1:2017 Geotechnical investigation and testing — Identification and classification of soil ;S.J. Blott and K. Pye, Particle size scales and classification of sediment types based on particle size distributions: Review and recommended procedures, Sedimentology, 59 (7) (2012), pp. 2071-2096.  ;International Society of Soil Science (ISSS), 1929. The minutes of the First Commission meetings, International Congress of Soil Science, Washington 1927. Proc. Int. Soc. Soil Sci. 4 (3), pp. 215–222.",,,
Layer-Horizon,textClay,Cl,,Cl,Clay (< 0.002 mm),Very fine mineral particles smaller than 2 µm,https://doi.org/10.1016/j.geoderma.2022.115783,,True,"Eva Corral-Pazos-de-Provens, Ígor Rapp-Arrarás and Juan M. Domingo-Santos, Estimating textural fractions of the USDA using those of the International System: A quantile approach, Geoderma, Volume 416, 2022.",,,
Layer-Horizon,silt,SWDF2,,SWDF2,Silt Water Dispersible Fraction 0.2,"Silt water dispersible fraction at 0.2 quantifies the amount of silt particles in the soil that can be dispersed at a 0.2 pressure. Dispersible silt can have a significant impact on soil stability and is particularly relevant for understanding how silt behaves under wet conditions, affecting erosion rates and water retention. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,silt,SWDF1,,SWDF1,Silt Water Dispersible Fraction 0.1,"Silt water dispersible fraction at 0.1 refers to the portion of silt particles that can be dispersed into water when subjected to a 0.1 pressure. This measure helps determine the soil's erodibility, as silt tends to be more easily dispersed than sand, contributing to the formation of suspended particles in water, which can affect water quality and soil health. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,silt,SWDFT,,SWDFT,Silt Water Dispersible Fraction Total,"Silt water dispersible fraction total refers to the total amount of silt particles that can be dispersed into water across different pressures. This total measure indicates the overall dispersibility of silt in a soil, which is important for assessing the soil’s vulnerability to erosion and degradation, especially in soils with a high silt content. Source: Soil Science Society of America.",,,True,ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,,,
Layer-Horizon,physioChemical,Alusat,,Alusat,Aluminium (Al) saturation,Measure to describe the relative abundance of alumium in the soil. It is the percentage of the CEC occupied by aluminium,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5359268.0,XAGFODPZIPBFFR-UHFFFAOYSA-N,1S/Al
Layer-Horizon,physioChemical,Mandit,,Mandit,Manganese (Mn) - dithionite extractable,"'Free' manganese content extracted from amorphous compounds (weathering products) as well as crystaline, primary aluminium compounds (parent material) in the soil.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",23930.0,PWHULOQIROXLJO-UHFFFAOYSA-N,1S/Mn
Layer-Horizon,physioChemical,Irodit,,Irodit,Iron (Fe) - dithionite extractable,"'Free' iron content extracted from amorphous compounds (weathering products) as well as crystaline, primary aluminium compounds (parent material) in the soil.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",23925.0,XEEYBQQBJWHFJM-UHFFFAOYSA-N,1S/Fe
Layer-Horizon,physioChemical,Aluext,,Aluext,Aluminium (Al) extractable,Aluminium bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5359268.0,XAGFODPZIPBFFR-UHFFFAOYSA-N,1S/Al
Layer-Horizon,physioChemical,Gyp,,Gyp,Gypsum content - weight,"The gypsum content, expressed as weight, refers to the soil’s calcium sulfate levels. Gypsum improves soil structure, alleviates sodicity, and enhances water infiltration. It is commonly applied to saline-sodic soils for reclamation. Source: FAO Soil Bulletin.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",24497.0,,
Layer-Horizon,physioChemical,Pottot,,Pottot,Potassium (K) - total,"Total potassium includes all forms of potassium in soil, such as mineral-bound, exchangeable, and water-soluble potassium. It plays a vital role in plant growth by regulating water balance, enzyme activation, and photosynthesis. While only a fraction of total potassium is readily available to plants, it serves as a reserve to replenish exchangeable potassium over time. Adequate potassium levels improve crop yield, quality, and resistance to stress. Source: Soil Science Society of America.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5462222.0,ZLMJMSJWJFRBEC-UHFFFAOYSA-N,1S/K
Layer-Horizon,physioChemical,Photot,,Photot,Phosphorus (P) - total,"Total phosphorus includes all forms of phosphorus in the soil, both organic and inorganic. While only a fraction is plant-available, total phosphorus serves as a long-term reserve for crop nutrition. Adequate phosphorus levels are crucial for energy transfer, photosynthesis, and root development in plants. Source: Soil Chemistry by Bohn et al.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5462309.0,OAICVXFJPJFONN-UHFFFAOYSA-N,1S/P
Layer-Horizon,physioChemical,Basexc,,Basexc,Bases - exchangeable,"Exchangeable bases refer to the cations (e.g., calcium, magnesium, potassium, and sodium) adsorbed onto soil colloids, which can readily exchange with soil solution ions. These cations are crucial for maintaining soil fertility, affecting nutrient availability and pH buffering capacity. High exchangeable base levels indicate fertile soil conducive to plant growth. Source: Soil Science Society of America.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",,,
Layer-Horizon,physioChemical,Bassum,,Bassum,Base saturation - sum of cations,"Base saturation calculated as the sum of cations represents the proportion of the cation exchange capacity (CEC) occupied by essential base cations like calcium, magnesium, potassium, and sodium. It provides insight into the soil's fertility status and its ability to resist acidification. Source: Soil Science Society of America.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",,,
Layer-Horizon,physioChemical,Aluoxa,,Aluoxa,Aluminium (Al) - oxalate extractable,'Active' aluminium content extracted from amorphous aluminium compounds that are the products of the weathering of primary soil particles,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5359268.0,XAGFODPZIPBFFR-UHFFFAOYSA-N,1S/Al
Layer-Horizon,physioChemical,CaN,,CaN,Carbon/Nitrogen (C/N) ratio,"The C/N ratio represents the proportion of carbon to nitrogen in organic matter. It influences decomposition rates and nutrient availability. A lower C/N ratio promotes rapid organic matter breakdown and nitrogen release, while a high ratio may lead to nitrogen immobilization, affecting plant growth. Source: Brady & Weil (2017).",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",,,
Layer-Horizon,physioChemical,Manpyr,,Manpyr,Manganese (Mn) - pyrophosphate extractable,Manganese in soil that is organically bound in organo-metal complexes,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",23930.0,PWHULOQIROXLJO-UHFFFAOYSA-N,1S/Mn
Layer-Horizon,physioChemical,ManKCl,,ManKCl,Manganese (Mn) - KCl extractable,KCl extractable manganese measures the readily available manganese fraction in soil. It provides a more accurate assessment of manganese availability to plants than total manganese. This method is commonly used for nutrient management. Source: Soil Science Society of America.,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",23930.0,PWHULOQIROXLJO-UHFFFAOYSA-N,1S/Mn
Layer-Horizon,physioChemical,Mol,,Mol,Molybdenum,"Molybdenum is a micronutrient essential for plant enzymes involved in nitrogen fixation and nitrate reduction. Deficiency, often observed in acidic soils, can lead to stunted growth and poor nitrogen utilization. Its availability increases with higher pH, making liming a common solution for molybdenum deficiencies. Source: Havlin et al. (2014).",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",23932.0,,
Layer-Horizon,physioChemical,pH,,pH,pH - Hydrogen potential,"Soil pH measures the concentration of hydrogen ions (H⁺) in the soil solution, indicating its acidity or alkalinity on a scale from 1 to 14. Neutral soils have a pH of 7, while values below 7 are acidic and above are alkaline. Soil pH significantly affects nutrient availability, microbial activity, and plant growth. For instance, nutrients like phosphorus are most available in a pH range of 6 to 7. Lime or sulfur applications can adjust soil pH to optimize conditions for crops. Source: USDA Natural Resources Conservation Service (NRCS).",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",,,
Layer-Horizon,physioChemical,Manext,,Manext,Manganese (Mn) - extractable,Manganese bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",23930.0,PWHULOQIROXLJO-UHFFFAOYSA-N,1S/Mn
Layer-Horizon,physioChemical,Borext,,Borext,Boron (B) - extractable,Boron bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5462311.0,ZOXJGFHDIHLPTG-UHFFFAOYSA-N,1S/B
Layer-Horizon,physioChemical,Sul,,Sul,Sulfate (SO4--) - soluble,Soluble Sulfate anions accumulated in the soil. A contributor to soil salinisation.,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",1117.0,QAOWNCQODCNURD-UHFFFAOYSA-L,"1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2"
Layer-Horizon,physioChemical,Brot,,Brot,Bromite (BrO2-),"Bromite (BrO₂⁻) is a rare intermediate oxidation state of bromine, generally not prevalent in natural soils. It may arise under specific chemical or environmental conditions and is of limited importance in typical soil science contexts. Source: Environmental Chemistry Textbooks.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5460628.0,DKSMCEUSSQTGBK-UHFFFAOYSA-M,"1S/BrHO2/c2-1-3/h(H,2,3)/p-1"
Layer-Horizon,physioChemical,Calsol,,Calsol,Calcium (Ca++) - soluble,Soluble Calcium cations accumulated in the soil. A contributor to soil salinisation.,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",271.0,BHPQYMZQTOCNFJ-UHFFFAOYSA-N,1S/Ca/q+2
Layer-Horizon,physioChemical,Sulext,,Sulext,Sulfur (S) - extractable,Sulfur bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5362487.0,NINIDFKCEFEMDL-UHFFFAOYSA-N,1S/S
Layer-Horizon,physioChemical,Alu,,Alu,Aluminium (Al) + 0.5 Fe oxalate,Sum of the oxalate-extractable aluminium concentration plus half the oxalate-extractable iron concentration,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5359268.0,XAGFODPZIPBFFR-UHFFFAOYSA-N,1S/Al
Layer-Horizon,physioChemical,Por,,Por,Porosity,"Porosity refers to the percentage of soil volume occupied by pores or voids, which hold air and water. It directly impacts water infiltration, drainage, and root growth. Soils with high porosity are better suited for crop cultivation, as they provide good aeration and water availability. Source: Brady & Weil (2017).",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",,,
Layer-Horizon,physioChemical,Copext,,Copext,Copper (Cu) - extractable,Copper bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",23978.0,RYGMFSIKBFXOCR-UHFFFAOYSA-N,1S/Cu
Layer-Horizon,physioChemical,Irotot,,Irotot,Iron (Fe) - total,"Total iron includes all iron forms in the soil, from soluble ferrous iron (Fe²⁺) to insoluble ferric iron (Fe³⁺). Iron is essential for plant chlorophyll synthesis and various enzymatic reactions. Deficiency, often seen in alkaline soils, results in chlorosis, while excessive iron can cause toxicity in acidic soils. Source: Soil Chemistry by Bohn et al.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",23925.0,XEEYBQQBJWHFJM-UHFFFAOYSA-N,1S/Fe
Layer-Horizon,physioChemical,Aluexc,,Aluexc,Aluminium (Al) exchangeable,Aluminium ions bound to exchange surfaces in the soil such as clay minerals and organic matter that can be released to the soil solution upon exchange,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5359268.0,XAGFODPZIPBFFR-UHFFFAOYSA-N,1S/Al
Layer-Horizon,physioChemical,Cartot,,Cartot,Carbon (C) - total,"Total carbon in soil includes both organic carbon (from plant and microbial residues) and inorganic carbon (primarily carbonates). It is a fundamental component of soil organic matter, influencing soil fertility, structure, and water retention. High carbon levels are associated with better soil health and productivity. Source: USDA NRCS.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5462310.0,OKTJSMMVPCPJKN-UHFFFAOYSA-N,1S/C
Layer-Horizon,physioChemical,Car,,Car,Carbonate (CO3--) - soluble,"Soluble carbonates contribute to soil alkalinity and act as a pH buffer. They play a role in nutrient availability, particularly in arid and semi-arid regions, but excessive carbonates can immobilize certain nutrients like phosphorus and iron. Source: Soil Chemistry by Bohn et al.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",19660.0,BVKZGUZCCUSVTD-UHFFFAOYSA-L,"1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-2"
Layer-Horizon,physioChemical,Hyd,,Hyd,Hydrocarbonate (HCO3-) - soluble,Soluble Hydrocarbonate anions accumulated in the soil. A contributor to soil salinisation.,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",769.0,BVKZGUZCCUSVTD-UHFFFAOYSA-M,"1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1"
Layer-Horizon,physioChemical,Magext,,Magext,Magnesium (Mg) - extractable,Magnesium bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5462224.0,FYYHWMGAXLPEAU-UHFFFAOYSA-N,1S/Mg
Layer-Horizon,physioChemical,Caltot,,Caltot,Calcium (Ca++) - total,"Total calcium in soil includes all forms, from exchangeable calcium to calcium in minerals. It is essential for plant cell wall structure, enzyme activation, and soil aggregation. Calcium levels influence soil pH and nutrient availability. Source: Havlin et al. (2014).",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",271.0,BHPQYMZQTOCNFJ-UHFFFAOYSA-N,1S/Ca/q+2
Layer-Horizon,physioChemical,Phoret,,Phoret,Phosphorus (P) - retention,"Phosphorus retention measures a soil's capacity to adsorb and hold phosphorus, influenced by soil texture, pH, and mineralogy. While high retention reduces leaching, it may also limit phosphorus availability to plants. Understanding phosphorus retention helps optimize fertilization and minimize environmental impacts. Source: Brady & Weil (2017).",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5462309.0,OAICVXFJPJFONN-UHFFFAOYSA-N,1S/P
Layer-Horizon,physioChemical,Aciexc,,Aciexc,Acidity - exchangeable,Exchangeable acidity represents the amount of hydrogen (H⁺) and aluminum (Al³⁺) ions adsorbed onto soil particles that can be exchanged with the soil solution. It is a key factor in determining soil liming requirements and improving nutrient availability in acidic soils. Source: Brady & Weil (2017).,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",,,
Layer-Horizon,physioChemical,Carpyr,,Carpyr,Carbon (C) - pyrophosphate extractable,Carbon in soil that is organically bound in organo-metal complexes,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",5462310.0,OKTJSMMVPCPJKN-UHFFFAOYSA-N,1S/C
Layer-Horizon,physioChemical,Potexc,,Potexc,Potassium (K+) - exchangeable,Potassium bound to exchange surfaces in the soil such as clay minerals and organic matter that can be released to the soil solution upon exchange,,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",813.0,NPYPAHLBTDXSSS-UHFFFAOYSA-N,1S/K/q+1
Layer-Horizon,physioChemical,Avavol,,Avavol,Available water capacity - volumetric (FC to WP),"Available water capacity (AWC) measures the volume of water soil can retain between field capacity and the permanent wilting point. It represents the water accessible to plants for uptake. High AWC supports better plant growth, while low AWC may necessitate irrigation. Source: USDA NRCS.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",,,
Layer-Horizon,physioChemical,Cad,,Cad,Cadmium (Cd),"Cadmium is a heavy metal present in trace amounts in soils, often introduced through industrial pollution or phosphate fertilizers. It is toxic to plants, animals, and humans even at low concentrations. Monitoring cadmium levels is crucial to ensure soil safety and reduce contamination risks in the food chain. Source: Sparks, D.L. (2003).",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",23973.0,BDOSMKKIYDKNTQ-UHFFFAOYSA-N,1S/Cd
Layer-Horizon,physioChemical,Nittot,,Nittot,Nitrogen (N) - total,"Total nitrogen encompasses all nitrogen forms in soil, including organic nitrogen in humus and inorganic nitrogen such as ammonium (NH₄⁺) and nitrate (NO₃⁻). Nitrogen is essential for plant growth, being a vital component of amino acids, proteins, and chlorophyll. Total nitrogen is a key indicator of soil fertility and its capacity to sustain long-term crop productivity. Source: Brady & Weil (2017).",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",947.0,IJGRMHOSHXDMSA-UHFFFAOYSA-N,1S/N2/c1-2
Layer-Horizon,physioChemical,Hydcond,,Hydcond,Hydraulic conductivity,"Hydraulic conductivity refers to the rate at which water moves through soil pores under a unit hydraulic gradient. It reflects the soil's ability to transmit water, influenced by texture, structure, and porosity. Soils with high hydraulic conductivity, like sandy soils, allow rapid water movement, while clayey soils exhibit slower water flow. This property is critical for understanding water infiltration, drainage, and irrigation management. Source: Brady, N.C., & Weil, R.R. (2017). The Nature and Properties of Soils.",,,True,"ISRIC Report 2019/01: Tier 1 and Tier 2 data in the context of the federated Global Soil Information System. Appendix 3,ISRIC Report 2014/01: Africa Soil Profiles Database Version 1.2. Annex 3a",,,
